folder,table,sheet,rows,n_columns,columns
data,keyword_message_para,t2001_npc_0001,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0003,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0005,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0050,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0051,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0052,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0065,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0106,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2001_npc_0107,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2101_npc_0051,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2401_npc_0002,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2401_npc_0054,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para,t2501_npc_0005,26,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,d12201_npc_0006,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,d12201_npc_0018,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,d13105_npc_0002,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,d13109_npc_0000,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,d13109_npc_0004,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t2001_npc_0002,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t2001_npc_0054,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t2001_npc_0057,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t2001_npc_0110,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t5001_npc_0006,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t5001_npc_0017,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t5002_npc_0016,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_message_para_add,t5002_npc_0017,3,10,KeywordId|unk1|DialogueNormal1|DialogueNormal2|DialogueSequencePositiveMatch|DialogueIdUnk3|unk6|DialogueSequencePostUnlocking|DialogueKeywordUnknown|DialogueSequencePositiveMatchSFXPlayback
data,keyword_npc_para,100,4,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,120,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,121,6,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,130,4,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,131,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,132,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,133,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,134,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,1400,4,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,150,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,160,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,161,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,240,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,2500,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,2800,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,2801,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,2802,1,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,300,3,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,3000,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,3100,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,400,7,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,401,7,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,500,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,800,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,801,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para,802,2,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para_add,3200,4,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para_add,3400,5,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_npc_para_add,3600,4,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,keyword_para,table,26,20,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19
data,keyword_para_add,table,3,20,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19
data,learn_hacking_skill,table,1,22,id|Skill Lv0|Skill Lv1|Skill Lv2|Skill Lv3|Skill Lv4|Skill Lv5|Skill Lv6|Skill Lv7|Skill Lv8|Skill Lv9|Skill Lv10|Skill Lv11|Skill Lv12|Skill Lv13|Skill Lv14|Skill Lv15|Skill Lv16|Skill Lv17|Skill Lv18|Skill Lv19|Skill Lv20
data,lvup_para,table,11,7,id|HP|SP|ATK|DEF|INT|SPD
data,map_encount_param,Field,114,16,map_id|battlefield_id|unk2|unk3|unk4|unk5|coupling_unk_pctchance_1|coupling_unk_pctchance_2|coupling_unk_pctchance_3|coupling_unk_pctchance_4|coupling_unk_pctchance_5|coupling_unk_pctchance_6|coupling_unk_pctchance_7|coupling_unk_pctchance_8|coupling_unk_pctchance_9|coupling_unk_pctchance_10
data,map_encount_param_add,Field,270,16,map_id|battlefield_id|unk2|unk3|unk4|unk5|coupling_unk_pctchance_1|coupling_unk_pctchance_2|coupling_unk_pctchance_3|coupling_unk_pctchance_4|coupling_unk_pctchance_5|coupling_unk_pctchance_6|coupling_unk_pctchance_7|coupling_unk_pctchance_8|coupling_unk_pctchance_9|coupling_unk_pctchance_10
data,map_select,para,11,11,id|earlygameMapID|lategameMapID|unk3|thumbnailID|highlightIconID|unk6|unk7|unk8|unk9|unk10
data,map_select_add,para,11,11,id|earlygameMapID|lategameMapID|unk3|thumbnailID|highlightIconID|unk6|unk7|unk8|unk9|unk10
data,medal_collection_para,table,13,16,CollectionId|MedalId01|MedalId02|MedalId03|MedalId04|MedalId05|MedalId06|MedalId07|MedalId08|MedalId09|MedalId10|MedalId11|MedalId12|MedalId13|MedalId14|MedalId15
data,medal_collection_para_add,table,13,16,CollectionId|MedalId01|MedalId02|MedalId03|MedalId04|MedalId05|MedalId06|MedalId07|MedalId08|MedalId09|MedalId10|MedalId11|MedalId12|MedalId13|MedalId14|MedalId15
data,medal_gasha_para,table,10,61,id|medalId1|unk1|medalId2|unk2|medalId3|unk3|medalId4|unk4|medalId5|unk5|medalId6|unk6|medalId7|unk7|medalId8|unk8|medalId9|unk9|medalId10|unk10|medalId11|unk11|medalId12|unk12|medalId13|unk13|medalId14|unk14|medalId15|unk15|medalId16|unk16|medalId17|unk17|medalId18|unk18|medalId19|unk19|medalId20|unk20|medalId21|unk21|medalId22|unk22|medalId23|unk23|medalId24|unk24|medalId25|unk25|medalId26|unk26|medalId27|unk27|medalId28|unk28|medalId29|unk29|medalId30|unk30
data,medal_gasha_para_add,table,13,61,id|medalId1|unk1|medalId2|unk2|medalId3|unk3|medalId4|unk4|medalId5|unk5|medalId6|unk6|medalId7|unk7|medalId8|unk8|medalId9|unk9|medalId10|unk10|medalId11|unk11|medalId12|unk12|medalId13|unk13|medalId14|unk14|medalId15|unk15|medalId16|unk16|medalId17|unk17|medalId18|unk18|medalId19|unk19|medalId20|unk20|medalId21|unk21|medalId22|unk22|medalId23|unk23|medalId24|unk24|medalId25|unk25|medalId26|unk26|medalId27|unk27|medalId28|unk28|medalId29|unk29|medalId30|unk30
data,mirror_dungeon_para,para,25,28,id|unk1|map_model|start_point_name|unk4|unk5|unk6|unk7|coupling_1|coupling_2|coupling_3|coupling_4|coupling_5|coupling_6|coupling_7|coupling_8|coupling_9|coupling_10|coupling_11|coupling_12|coupling_13|coupling_14|coupling_15|coupling_16|coupling_17|coupling_18|coupling_19|coupling_20
data,mirror_dungeon_para_add,para,14,28,id|unk1|map_model|start_point_name|unk4|unk5|unk6|unk7|coupling_1|coupling_2|coupling_3|coupling_4|coupling_5|coupling_6|coupling_7|coupling_8|coupling_9|coupling_10|coupling_11|coupling_12|coupling_13|coupling_14|coupling_15|coupling_16|coupling_17|coupling_18|coupling_19|coupling_20
data,model_attach_para,digimon01,346,9,ID|boneName|xOffset|yOffset|zOffset|xRotation|yRotation|zRotation|scale
data,model_attach_para,digimon02,346,9,ID|boneName|xOffset|yOffset|zOffset|xRotation|yRotation|zRotation|scale
data,model_attach_para,digimon03,346,9,ID|boneName|xOffset|yOffset|zOffset|xRotation|yRotation|zRotation|scale
data,model_attach_para,event,25,10,model|attachModel?|boneName|xOffset|yOffset|zOffset|xRotation|yRotation|zRotation|scale
data,model_attach_para,npc,36,5,model|boneIdx?|unk1|attachModel?|unk2
data,model_default_effect,digimon,2,33,ID|bone1|eff1|bone2|eff2|bone3|eff3|bone4|eff4|bone5|eff5|bone6|eff6|bone7|eff7|bone8|eff8|bone9|eff9|bone10|eff10|bone11|eff11|bone12|eff12|bone13|eff13|bone14|eff14|bone15|eff15|bone16|eff16
data,model_default_effect,mob,0,33,ID|bone1|eff1|bone2|eff2|bone3|eff3|bone4|eff4|bone5|eff5|bone6|eff6|bone7|eff7|bone8|eff8|bone9|eff9|bone10|eff10|bone11|eff11|bone12|eff12|bone13|eff13|bone14|eff14|bone15|eff15|bone16|eff16
data,model_default_effect,npc,4,33,ID|bone1|eff1|bone2|eff2|bone3|eff3|bone4|eff4|bone5|eff5|bone6|eff6|bone7|eff7|bone8|eff8|bone9|eff9|bone10|eff10|bone11|eff11|bone12|eff12|bone13|eff13|bone14|eff14|bone15|eff15|bone16|eff16
data,model_default_effect,pc,2,33,ID|bone1|eff1|bone2|eff2|bone3|eff3|bone4|eff4|bone5|eff5|bone6|eff6|bone7|eff7|bone8|eff8|bone9|eff9|bone10|eff10|bone11|eff11|bone12|eff12|bone13|eff13|bone14|eff14|bone15|eff15|bone16|eff16
data,model_default_scale,digimon,368,6,digimonID|fieldGuideScale|battleScale|fieldScale|Uk4|Uk5
data,model_default_scale,mob,6,5,ID|Unk1|Unk2|Unk3|Unk4
data,model_default_scale,npc,3,5,ID|Unk1|Unk2|Unk3|Unk4
data,model_default_scale,pc,1,5,ID|Unk1|Unk2|Unk3|Uk4
data,model_position_offset,offset,31,4,digimonID|Unk1|Unk2|Unk3
data,mon_cpl,Coupling,1947,25,id|digi1|digi2|digi3|digi4|digi5|digi6|level1|level2|level3|level4|level5|level6|variation1|variation2|variation3|variation4|variation5|variation6|unk13|unk14|unk15|unk16|NPC_id|NPC_Variation
data,mon_design_para,Monster,944,9,unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9
data,mon_para,Monster,943,42,type|variation|unk3|unk4|unk5|baseHP|baseATK|baseDEF|baseINT|baseSPD|levelHP|levelATK|levelDEF|levelINT|levelSPD|unk16|poisonResist|panicResist|paraResist|sleepResist|stunResist|dotResist|bugResist|deathResist|ATKResist|DEFResist|INTResist|SPDResist|padding1|padding2|padding3|EXP|EXPx2|YEN|YENx2|itemId1|itemChance1|itemId2|itemChance2|scanRate|unk32|unk33
data,mon_para_hard,Monster,943,42,type|variation|unk3|unk4|unk5|baseHP|baseATK|baseDEF|baseINT|baseSPD|levelHP|levelATK|levelDEF|levelINT|levelSPD|unk16|poisonResist|panicResist|paraResist|sleepResist|stunResist|dotResist|bugResist|deathResist|ATKResist|DEFResist|INTResist|SPDResist|padding1|padding2|padding3|EXP|EXPx2|YEN|YENx2|itemId1|itemChance1|itemId2|itemChance2|scanRate|unk32|unk33
data,multi_select_para,para,59,16,entryID|questionID|initialOption|unknown|ans1|ans1Enabled|ans2|ans2Enabled|ans3|ans3Enabled|ans4|ans4Enabled|ans5|ans5Enabled|ans6|ans6Enabled
data,multi_select_para_add,para,109,16,entryID|questionID|initialOption|unknown|ans1|ans1Enabled|ans2|ans2Enabled|ans3|ans3Enabled|ans4|ans4Enabled|ans5|ans5Enabled|ans6|ans6Enabled
data,network_dungeon_offset,offset,72,10,ID|Unk1|Unk2|Unk3|Unk4|Unk5|Unk6|Unk7|Unk8|Unk9
data,newgame_para,new_game_plus,236,4,id|unk1|unk2|unk3
data,newgame_para,table,2,27,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26
data,ng_word,CHINESE_T,452,2,ID|text
data,ng_word,ENGLISH_US,1386,2,ID|text
data,ng_word,GERMAN,719,2,ID|text
data,ng_word,KOREAN,2165,2,ID|text
data,personality_para,table,8,7,id|HP_growth_rate|SP_growth_rate|ATK_growth_rate|DEF_growth_rate|INT_growth_rate|SPD_growth_rate
data,quest_para,table,333,62,id|unk01|unk02|unk03|unk04|unk05|unk06|unk07|unk08|unk09|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26|unk27|unk28|unk29|unk30|unk31|unk32|unk33|unk34|unk35|unk36|unk37|unk38|unk39|unk40|unk41|unk42|unk43|unk44|unk45|unk46|unk47|unk48|unk49|unk50|unk51|unk52|unk53|unk54|unk55|unk56|unk57|unk58|unk59|unk60|unk61
data,quest_para_add,table,140,62,id|unk01|unk02|unk03|unk04|unk05|unk06|unk07|unk08|unk09|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26|unk27|unk28|unk29|unk30|unk31|unk32|unk33|unk34|unk35|unk36|unk37|unk38|unk39|unk40|unk41|unk42|unk43|unk44|unk45|unk46|unk47|unk48|unk49|unk50|unk51|unk52|unk53|unk54|unk55|unk56|unk57|unk58|unk59|unk60|unk61
data,same_animation_data,digimon,37,2,ID|model
data,same_animation_data,mob,69,2,ID|model
data,same_animation_data,npc,11,2,ID|model
data,same_animation_data,pc,162,2,ID|model
data,selectmapparam,Sheet1,4,4,id|unk1|unk2|unk3
data,shop_para,limit_lineup,12,103,id|unk1|unk2|item1|item2|item3|item4|item5|item6|item7|item8|item9|item10|item11|item12|item13|item14|item15|item16|item17|item18|item19|item20|item21|item22|item23|item24|item25|item26|item27|item28|item29|item30|item31|item32|item33|item34|item35|item36|item37|item38|item39|item40|item41|item42|item43|item44|item45|item46|item47|item48|item49|item50|item51|item52|item53|item54|item55|item56|item57|item58|item59|item60|item61|item62|item63|item64|item65|item66|item67|item68|item69|item70|item71|item72|item73|item74|item75|item76|item77|item78|item79|item80|item81|item82|item83|item84|item85|item86|item87|item88|item89|item90|item91|item92|item93|item94|item95|item96|item97|item98|item99|item100
data,shop_para,lineup,44,101,id|item1|item2|item3|item4|item5|item6|item7|item8|item9|item10|item11|item12|item13|item14|item15|item16|item17|item18|item19|item20|item21|item22|item23|item24|item25|item26|item27|item28|item29|item30|item31|item32|item33|item34|item35|item36|item37|item38|item39|item40|item41|item42|item43|item44|item45|item46|item47|item48|item49|item50|item51|item52|item53|item54|item55|item56|item57|item58|item59|item60|item61|item62|item63|item64|item65|item66|item67|item68|item69|item70|item71|item72|item73|item74|item75|item76|item77|item78|item79|item80|item81|item82|item83|item84|item85|item86|item87|item88|item89|item90|item91|item92|item93|item94|item95|item96|item97|item98|item99|item100
data,shop_para,shop,22,54,id|shopType|avatar|avatarVariation|nameId|greeting|farewell|overview|buy|buyConfirm|sell|sellConfirm|trigger1|lineup1|trigger2|lineup2|trigger3|lineup3|trigger4|lineup4|trigger5|lineup5|trigger6|lineup6|trigger7|lineup7|trigger8|lineup8|trigger9|lineup9|trigger10|lineup10|trigger11|lineup11|trigger12|lineup12|trigger13|lineup13|trigger14|lineup14|trigger15|lineup15|trigger16|lineup16|trigger17|lineup17|trigger18|lineup18|trigger19|lineup19|trigger20|lineup20|trigger21|lineup21
data,skill_use_group_set,digimon,232,31,digimonID|Unk1|Unk2|Unk3|Unk4|Unk5|Unk6|Unk7|Unk8|Unk9|Unk10|Unk11|Unk12|Unk13|Unk14|Unk15|Unk16|Unk17|Unk18|Unk19|Unk20|pad1?|pad2?|pad3?|pad4?|pad5?|pad6?|pad7?|pad8?|pad9?|pad10?
data,subtitle_m00_d02_0602,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_d02_0704_01,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_d02_0704_02,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_d02_1001,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_d02_1401,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0001_01,Sheet1,10,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0001_02,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0001_03,Sheet1,3,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0002_01,Sheet1,5,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0003_01,Sheet1,7,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m00_e00_0004_01,Sheet1,7,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m01_t04_1003,Sheet1,3,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m01_t05_1701,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m03_d05_0701,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m04_d01_0801,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m07_d09_1301,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m10_d03_0101_01,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m10_d03_0101_02,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m10_d03_0101_03,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m10_d20_1401,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m11_d17_0501,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m12_d22_0401,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m12_e00_0101,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m12_e00_0601,Sheet1,4,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m14_e00_2101,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m15_d01_2002,Sheet1,4,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m15_d01_2101,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m15_d15_3001,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m15_t30_1701,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m17_d08_0901,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m18_d22_0601_01,Sheet1,7,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m18_d22_0601_02,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m18_t05_0501,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_0501,Sheet1,5,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_0901,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_1501,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_1701,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_1801,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_1801_02,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d14_2201,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_d24_1401,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m19_t22_0201,Sheet1,7,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d22_1701,Sheet1,4,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d23_1103_01,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d23_1103_02,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d23_1103_03,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d23_1110,Sheet1,5,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d24_0801,Sheet1,1,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_d24_1001,Sheet1,2,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m20_e03_1901,Sheet1,5,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t01_0105,Sheet1,11,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t01_0501,Sheet1,10,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t02_0102,Sheet1,5,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t03_0101,Sheet1,4,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t04_0201,Sheet1,3,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
data,subtitle_m21_t05_0103,Sheet1,8,5,id|StartTime|EndTime|SubtitleTextID|VoiceAudioID
